# Motion State      
# Angle Units       : radians
# Time              	centreOfRotation	centreOfMass	rotation	velocity	omega
2.15429             	(3.017356982616e-03 0.000000000000e+00 -2.761122001947e-02)	(3.017356982616e-03 0.000000000000e+00 -2.761122001947e-02)	(0.000000000000e+00 -1.316095350323e-02 0.000000000000e+00)	(-4.392781376777e-02 0.000000000000e+00 -3.124768946786e-02)	(0.000000000000e+00 -3.850198826250e-02 0.000000000000e+00)
2.16571             	(2.504003987544e-03 0.000000000000e+00 -2.796749498998e-02)	(2.504003987544e-03 0.000000000000e+00 -2.796749498998e-02)	(0.000000000000e+00 -1.359275856891e-02 0.000000000000e+00)	(-4.591094349961e-02 0.000000000000e+00 -3.110028296483e-02)	(0.000000000000e+00 -3.706245870248e-02 0.000000000000e+00)
2.17714             	(1.968089264546e-03 0.000000000000e+00 -2.832202425087e-02)	(1.968089264546e-03 0.000000000000e+00 -2.832202425087e-02)	(0.000000000000e+00 -1.400752578132e-02 0.000000000000e+00)	(-4.787609817979e-02 0.000000000000e+00 -3.094217958837e-02)	(0.000000000000e+00 -3.552026127211e-02 0.000000000000e+00)
2.18857             	(1.409797505648e-03 0.000000000000e+00 -2.867481756784e-02)	(1.409797505648e-03 0.000000000000e+00 -2.867481756784e-02)	(0.000000000000e+00 -1.440412525462e-02 0.000000000000e+00)	(-4.982691043960e-02 0.000000000000e+00 -3.079650520715e-02)	(0.000000000000e+00 -3.388300930279e-02 0.000000000000e+00)
2.2                 	(8.292899782525e-04 0.000000000000e+00 -2.902606486843e-02)	(8.292899782525e-04 0.000000000000e+00 -2.902606486843e-02)	(0.000000000000e+00 -1.478097265572e-02 0.000000000000e+00)	(-5.176384378790e-02 0.000000000000e+00 -3.067164753746e-02)	(0.000000000000e+00 -3.206346634713e-02 0.000000000000e+00)
2.21111             	(2.438432033634e-04 0.000000000000e+00 -2.936628735762e-02)	(2.438432033634e-04 0.000000000000e+00 -2.936628735762e-02)	(0.000000000000e+00 -1.512641742841e-02 0.000000000000e+00)	(-5.361843027862e-02 0.000000000000e+00 -3.056829716659e-02)	(0.000000000000e+00 -3.011464391347e-02 0.000000000000e+00)
2.22222             	(-3.621000332635e-04 0.000000000000e+00 -2.970545622137e-02)	(-3.621000332635e-04 0.000000000000e+00 -2.970545622137e-02)	(0.000000000000e+00 -1.544998584103e-02 0.000000000000e+00)	(-5.545318707102e-02 0.000000000000e+00 -3.048201202327e-02)	(0.000000000000e+00 -2.812568139544e-02 0.000000000000e+00)
2.23086             	(-8.474467205710e-04 0.000000000000e+00 -2.996864499290e-02)	(-8.474467205710e-04 0.000000000000e+00 -2.996864499290e-02)	(0.000000000000e+00 -1.568685200038e-02 0.000000000000e+00)	(-5.687132155463e-02 0.000000000000e+00 -3.042733471073e-02)	(0.000000000000e+00 -2.669048028141e-02 0.000000000000e+00)
2.24074             	(-1.417132149159e-03 0.000000000000e+00 -3.026885761797e-02)	(-1.417132149159e-03 0.000000000000e+00 -3.026885761797e-02)	(0.000000000000e+00 -1.594172437285e-02 0.000000000000e+00)	(-5.849159801094e-02 0.000000000000e+00 -3.036566019186e-02)	(0.000000000000e+00 -2.491940406949e-02 0.000000000000e+00)
2.25062             	(-2.002700047230e-03 0.000000000000e+00 -3.056841648010e-02)	(-2.002700047230e-03 0.000000000000e+00 -3.056841648010e-02)	(0.000000000000e+00 -1.617982343892e-02 0.000000000000e+00)	(-6.008749724758e-02 0.000000000000e+00 -3.029493866727e-02)	(0.000000000000e+00 -2.329403143523e-02 0.000000000000e+00)
2.26049             	(-2.603931721061e-03 0.000000000000e+00 -3.086720845666e-02)	(-2.603931721061e-03 0.000000000000e+00 -3.086720845666e-02)	(0.000000000000e+00 -1.640184785500e-02 0.000000000000e+00)	(-6.166349269870e-02 0.000000000000e+00 -3.021035200053e-02)	(0.000000000000e+00 -2.166428307301e-02 0.000000000000e+00)
2.27037             	(-3.220644352616e-03 0.000000000000e+00 -3.116509569287e-02)	(-3.220644352616e-03 0.000000000000e+00 -3.116509569287e-02)	(0.000000000000e+00 -1.660783722599e-02 0.000000000000e+00)	(-6.322237407256e-02 0.000000000000e+00 -3.011171469370e-02)	(0.000000000000e+00 -2.004694721614e-02 0.000000000000e+00)
2.28025             	(-3.852639357210e-03 0.000000000000e+00 -3.146191042219e-02)	(-3.852639357210e-03 0.000000000000e+00 -3.146191042219e-02)	(0.000000000000e+00 -1.679780680083e-02 0.000000000000e+00)	(-6.475815013371e-02 0.000000000000e+00 -2.999314942946e-02)	(0.000000000000e+00 -1.842026500841e-02 0.000000000000e+00)
2.29012             	(-4.499590708664e-03 0.000000000000e+00 -3.175739186861e-02)	(-4.499590708664e-03 0.000000000000e+00 -3.175739186861e-02)	(0.000000000000e+00 -1.697094796433e-02 0.000000000000e+00)	(-6.625099137713e-02 0.000000000000e+00 -2.984169201267e-02)	(0.000000000000e+00 -1.663903937306e-02 0.000000000000e+00)
2.3                 	(-5.161008427981e-03 0.000000000000e+00 -3.205119635214e-02)	(-5.161008427981e-03 0.000000000000e+00 -3.205119635214e-02)	(0.000000000000e+00 -1.712531644514e-02 0.000000000000e+00)	(-6.768753332648e-02 0.000000000000e+00 -2.965352773696e-02)	(0.000000000000e+00 -1.461855751031e-02 0.000000000000e+00)
2.31111             	(-5.921735662474e-03 0.000000000000e+00 -3.237934903700e-02)	(-5.921735662474e-03 0.000000000000e+00 -3.237934903700e-02)	(0.000000000000e+00 -1.727416115613e-02 0.000000000000e+00)	(-6.924492627517e-02 0.000000000000e+00 -2.941371572580e-02)	(0.000000000000e+00 -1.217104295253e-02 0.000000000000e+00)
2.32222             	(-6.699462191799e-03 0.000000000000e+00 -3.270478245540e-02)	(-6.699462191799e-03 0.000000000000e+00 -3.270478245540e-02)	(0.000000000000e+00 -1.739640150270e-02 0.000000000000e+00)	(-7.074735142848e-02 0.000000000000e+00 -2.916404992024e-02)	(0.000000000000e+00 -9.829878265743e-03 0.000000000000e+00)
2.33333             	(-7.493605179210e-03 0.000000000000e+00 -3.302738161000e-02)	(-7.493605179210e-03 0.000000000000e+00 -3.302738161000e-02)	(0.000000000000e+00 -1.749237235761e-02 0.000000000000e+00)	(-7.219983879281e-02 0.000000000000e+00 -2.890353739570e-02)	(0.000000000000e+00 -7.442488227965e-03 0.000000000000e+00)
2.34444             	(-8.303631434561e-03 0.000000000000e+00 -3.334702532370e-02)	(-8.303631434561e-03 0.000000000000e+00 -3.334702532370e-02)	(0.000000000000e+00 -1.756217813026e-02 0.000000000000e+00)	(-7.360629362531e-02 0.000000000000e+00 -2.863205959253e-02)	(0.000000000000e+00 -5.120228590195e-03 0.000000000000e+00)
2.35556             	(-9.129034369475e-03 0.000000000000e+00 -3.366357484929e-02)	(-9.129034369475e-03 0.000000000000e+00 -3.366357484929e-02)	(0.000000000000e+00 -1.760736692874e-02 0.000000000000e+00)	(-7.496759596154e-02 0.000000000000e+00 -2.834656952463e-02)	(0.000000000000e+00 -3.011646553785e-03 0.000000000000e+00)
2.36667             	(-9.969256500322e-03 0.000000000000e+00 -3.397675742851e-02)	(-9.969256500322e-03 0.000000000000e+00 -3.397675742851e-02)	(0.000000000000e+00 -1.762934485418e-02 0.000000000000e+00)	(-7.627369368864e-02 0.000000000000e+00 -2.802597413800e-02)	(0.000000000000e+00 -9.423106895380e-04 0.000000000000e+00)
2.37778             	(-1.082355379175e-02 0.000000000000e+00 -3.428607398741e-02)	(-1.082355379175e-02 0.000000000000e+00 -3.428607398741e-02)	(0.000000000000e+00 -1.762719294497e-02 0.000000000000e+00)	(-7.750104612077e-02 0.000000000000e+00 -2.765063112161e-02)	(0.000000000000e+00 1.331928586222e-03 0.000000000000e+00)
2.38889             	(-1.169103823778e-02 0.000000000000e+00 -3.459088262459e-02)	(-1.169103823778e-02 0.000000000000e+00 -3.459088262459e-02)	(0.000000000000e+00 -1.759906014282e-02 0.000000000000e+00)	(-7.864730041932e-02 0.000000000000e+00 -2.721448742696e-02)	(0.000000000000e+00 3.734378251346e-03 0.000000000000e+00)
2.4                 	(-1.257083275015e-02 0.000000000000e+00 -3.489047404776e-02)	(-1.257083275015e-02 0.000000000000e+00 -3.489047404776e-02)	(0.000000000000e+00 -1.754421026020e-02 0.000000000000e+00)	(-7.971678128864e-02 0.000000000000e+00 -2.671146572232e-02)	(0.000000000000e+00 6.141007248072e-03 0.000000000000e+00)
2.41111             	(-1.346206554041e-02 0.000000000000e+00 -3.518404018627e-02)	(-1.346206554041e-02 0.000000000000e+00 -3.518404018627e-02)	(0.000000000000e+00 -1.746246098657e-02 0.000000000000e+00)	(-8.070611028574e-02 0.000000000000e+00 -2.612985760178e-02)	(0.000000000000e+00 8.576297295924e-03 0.000000000000e+00)
2.42222             	(-1.436380478588e-02 0.000000000000e+00 -3.547064010635e-02)	(-1.436380478588e-02 0.000000000000e+00 -3.547064010635e-02)	(0.000000000000e+00 -1.735269984479e-02 0.000000000000e+00)	(-8.160785564397e-02 0.000000000000e+00 -2.545745561083e-02)	(0.000000000000e+00 1.118331524287e-02 0.000000000000e+00)
2.43333             	(-1.527502999181e-02 0.000000000000e+00 -3.574928169796e-02)	(-1.527502999181e-02 0.000000000000e+00 -3.574928169796e-02)	(0.000000000000e+00 -1.721218565512e-02 0.000000000000e+00)	(-8.241348705546e-02 0.000000000000e+00 -2.469727069299e-02)	(0.000000000000e+00 1.411216774917e-02 0.000000000000e+00)
2.44444             	(-1.619470590365e-02 0.000000000000e+00 -3.601904993605e-02)	(-1.619470590365e-02 0.000000000000e+00 -3.601904993605e-02)	(0.000000000000e+00 -1.703827051584e-02 0.000000000000e+00)	(-8.312889248161e-02 0.000000000000e+00 -2.386017506777e-02)	(0.000000000000e+00 1.719564079443e-02 0.000000000000e+00)
2.45556             	(-1.712194440031e-02 0.000000000000e+00 -3.627916684200e-02)	(-1.712194440031e-02 0.000000000000e+00 -3.627916684200e-02)	(0.000000000000e+00 -1.683127415503e-02 0.000000000000e+00)	(-8.377468270700e-02 0.000000000000e+00 -2.295996779668e-02)	(0.000000000000e+00 2.006657508603e-02 0.000000000000e+00)
2.46667             	(-1.805601303414e-02 0.000000000000e+00 -3.652894254649e-02)	(-1.805601303414e-02 0.000000000000e+00 -3.652894254649e-02)	(0.000000000000e+00 -1.659416445195e-02 0.000000000000e+00)	(-8.435825495485e-02 0.000000000000e+00 -2.199869774156e-02)	(0.000000000000e+00 2.261572061472e-02 0.000000000000e+00)
2.47778             	(-1.899617568229e-02 0.000000000000e+00 -3.676763261882e-02)	(-1.899617568229e-02 0.000000000000e+00 -3.676763261882e-02)	(0.000000000000e+00 -1.633013702221e-02 0.000000000000e+00)	(-8.487153499280e-02 0.000000000000e+00 -2.096448106071e-02)	(0.000000000000e+00 2.491151252940e-02 0.000000000000e+00)
2.48889             	(-1.994152176448e-02 0.000000000000e+00 -3.699431709978e-02)	(-1.994152176448e-02 0.000000000000e+00 -3.699431709978e-02)	(0.000000000000e+00 -1.604132391062e-02 0.000000000000e+00)	(-8.529117944534e-02 0.000000000000e+00 -1.983759863027e-02)	(0.000000000000e+00 2.707701305784e-02 0.000000000000e+00)
2.5                 	(-2.089098832726e-02 0.000000000000e+00 -3.720792977882e-02)	(-2.089098832726e-02 0.000000000000e+00 -3.720792977882e-02)	(0.000000000000e+00 -1.572857319190e-02 0.000000000000e+00)	(-8.561312379996e-02 0.000000000000e+00 -1.861145745553e-02)	(0.000000000000e+00 2.922025955792e-02 0.000000000000e+00)
2.50833             	(-2.160512195146e-02 0.000000000000e+00 -3.735884408573e-02)	(-2.160512195146e-02 0.000000000000e+00 -3.735884408573e-02)	(0.000000000000e+00 -1.547821532806e-02 0.000000000000e+00)	(-8.577911199586e-02 0.000000000000e+00 -1.760697171675e-02)	(0.000000000000e+00 3.086727477819e-02 0.000000000000e+00)
2.51667             	(-2.232047966478e-02 0.000000000000e+00 -3.750105959550e-02)	(-2.232047966478e-02 0.000000000000e+00 -3.750105959550e-02)	(0.000000000000e+00 -1.521243900104e-02 0.000000000000e+00)	(-8.590686695579e-02 0.000000000000e+00 -1.652366732360e-02)	(0.000000000000e+00 3.292109753114e-02 0.000000000000e+00)
2.525               	(-2.303671511550e-02 0.000000000000e+00 -3.763403714553e-02)	(-2.303671511550e-02 0.000000000000e+00 -3.763403714553e-02)	(0.000000000000e+00 -1.492989755136e-02 0.000000000000e+00)	(-8.598972407248e-02 0.000000000000e+00 -1.538981082717e-02)	(0.000000000000e+00 3.489082011462e-02 0.000000000000e+00)
2.53333             	(-2.375344187806e-02 0.000000000000e+00 -3.775733747183e-02)	(-2.375344187806e-02 0.000000000000e+00 -3.775733747183e-02)	(0.000000000000e+00 -1.463127619656e-02 0.000000000000e+00)	(-8.602473395303e-02 0.000000000000e+00 -1.420107875238e-02)	(0.000000000000e+00 3.678019441031e-02 0.000000000000e+00)
2.54167             	(-2.447023344466e-02 0.000000000000e+00 -3.787041314714e-02)	(-2.447023344466e-02 0.000000000000e+00 -3.787041314714e-02)	(0.000000000000e+00 -1.431637475890e-02 0.000000000000e+00)	(-8.600522251947e-02 0.000000000000e+00 -1.293581806027e-02)	(0.000000000000e+00 3.879816860298e-02 0.000000000000e+00)
2.55139             	(-2.530586069710e-02 0.000000000000e+00 -3.798864007489e-02)	(-2.530586069710e-02 0.000000000000e+00 -3.798864007489e-02)	(0.000000000000e+00 -1.392735515195e-02 0.000000000000e+00)	(-8.589513074867e-02 0.000000000000e+00 -1.138359771549e-02)	(0.000000000000e+00 4.123115495574e-02 0.000000000000e+00)
2.56111             	(-2.613991310493e-02 0.000000000000e+00 -3.809138974740e-02)	(-2.613991310493e-02 0.000000000000e+00 -3.809138974740e-02)	(0.000000000000e+00 -1.351513453912e-02 0.000000000000e+00)	(-8.568115059459e-02 0.000000000000e+00 -9.751846018850e-03)	(0.000000000000e+00 4.357085366744e-02 0.000000000000e+00)
2.57083             	(-2.697154303310e-02 0.000000000000e+00 -3.817787000533e-02)	(-2.697154303310e-02 0.000000000000e+00 -3.817787000533e-02)	(0.000000000000e+00 -1.307958861649e-02 0.000000000000e+00)	(-8.539672162887e-02 0.000000000000e+00 -8.036663287687e-03)	(0.000000000000e+00 4.602962347297e-02 0.000000000000e+00)
2.58056             	(-2.780005084667e-02 0.000000000000e+00 -3.824730792505e-02)	(-2.780005084667e-02 0.000000000000e+00 -3.824730792505e-02)	(0.000000000000e+00 -1.262121305931e-02 0.000000000000e+00)	(-8.503881354115e-02 0.000000000000e+00 -6.245918023746e-03)	(0.000000000000e+00 4.826701425166e-02 0.000000000000e+00)
2.59028             	(-2.862470680545e-02 0.000000000000e+00 -3.829900317056e-02)	(-2.862470680545e-02 0.000000000000e+00 -3.829900317056e-02)	(0.000000000000e+00 -1.214260396426e-02 0.000000000000e+00)	(-8.460426342835e-02 0.000000000000e+00 -4.386673236360e-03)	(0.000000000000e+00 5.019163849826e-02 0.000000000000e+00)
2.6                 	(-2.944467771818e-02 0.000000000000e+00 -3.833224307502e-02)	(-2.944467771818e-02 0.000000000000e+00 -3.833224307502e-02)	(0.000000000000e+00 -1.164617444454e-02 0.000000000000e+00)	(-8.407493786456e-02 0.000000000000e+00 -2.449312606404e-03)	(0.000000000000e+00 5.193274666527e-02 0.000000000000e+00)
2.60833             	(-3.014307997187e-02 0.000000000000e+00 -3.834547425535e-02)	(-3.014307997187e-02 0.000000000000e+00 -3.834547425535e-02)	(0.000000000000e+00 -1.120800165164e-02 0.000000000000e+00)	(-8.354106915207e-02 0.000000000000e+00 -7.244458052009e-04)	(0.000000000000e+00 5.323002090459e-02 0.000000000000e+00)
2.6175              	(-3.090585032839e-02 0.000000000000e+00 -3.834308986527e-02)	(-3.090585032839e-02 0.000000000000e+00 -3.834308986527e-02)	(0.000000000000e+00 -1.071294451213e-02 0.000000000000e+00)	(-8.288089391438e-02 0.000000000000e+00 1.246647461849e-03)	(0.000000000000e+00 5.478399987819e-02 0.000000000000e+00)
2.62575             	(-3.158680018278e-02 0.000000000000e+00 -3.832527337464e-02)	(-3.158680018278e-02 0.000000000000e+00 -3.832527337464e-02)	(0.000000000000e+00 -1.025703513731e-02 0.000000000000e+00)	(-8.219717494576e-02 0.000000000000e+00 3.074329462158e-03)	(0.000000000000e+00 5.574044136810e-02 0.000000000000e+00)
2.63503             	(-3.234568603181e-02 0.000000000000e+00 -3.828681081543e-02)	(-3.234568603181e-02 0.000000000000e+00 -3.828681081543e-02)	(0.000000000000e+00 -9.734855655754e-03 0.000000000000e+00)	(-8.133291816476e-02 0.000000000000e+00 5.216040496710e-03)	(0.000000000000e+00 5.678412696183e-02 0.000000000000e+00)
2.64586             	(-3.322007904350e-02 0.000000000000e+00 -3.821636292835e-02)	(-3.322007904350e-02 0.000000000000e+00 -3.821636292835e-02)	(0.000000000000e+00 -9.114377000897e-03 0.000000000000e+00)	(-8.016996721884e-02 0.000000000000e+00 7.798561571976e-03)	(0.000000000000e+00 5.782191489792e-02 0.000000000000e+00)
2.65669             	(-3.408070288191e-02 0.000000000000e+00 -3.811741893268e-02)	(-3.408070288191e-02 0.000000000000e+00 -3.811741893268e-02)	(0.000000000000e+00 -8.480049518970e-03 0.000000000000e+00)	(-7.878947670103e-02 0.000000000000e+00 1.047948940796e-02)	(0.000000000000e+00 5.934254611792e-02 0.000000000000e+00)
2.66752             	(-3.492531518233e-02 0.000000000000e+00 -3.798886146163e-02)	(-3.492531518233e-02 0.000000000000e+00 -3.798886146163e-02)	(0.000000000000e+00 -7.824493970381e-03 0.000000000000e+00)	(-7.721237253550e-02 0.000000000000e+00 1.326840238193e-02)	(0.000000000000e+00 6.174370817471e-02 0.000000000000e+00)
2.67834             	(-3.575177989603e-02 0.000000000000e+00 -3.782963436386e-02)	(-3.575177989603e-02 0.000000000000e+00 -3.782963436386e-02)	(0.000000000000e+00 -7.140566586175e-03 0.000000000000e+00)	(-7.543734356576e-02 0.000000000000e+00 1.614438487763e-02)	(0.000000000000e+00 6.458338139506e-02 0.000000000000e+00)
2.68917             	(-3.655807635390e-02 0.000000000000e+00 -3.763877494119e-02)	(-3.655807635390e-02 0.000000000000e+00 -3.763877494119e-02)	(0.000000000000e+00 -6.427126033933e-03 0.000000000000e+00)	(-7.348703600779e-02 0.000000000000e+00 1.911111591071e-02)	(0.000000000000e+00 6.719468544587e-02 0.000000000000e+00)
2.7                 	(-3.734243770091e-02 0.000000000000e+00 -3.741535626089e-02)	(-3.734243770091e-02 0.000000000000e+00 -3.741535626089e-02)	(0.000000000000e+00 -5.689091501078e-03 0.000000000000e+00)	(-7.138568575531e-02 0.000000000000e+00 2.215829646122e-02)	(0.000000000000e+00 6.912531185496e-02 0.000000000000e+00)
2.71111             	(-3.812282150665e-02 0.000000000000e+00 -3.715141694041e-02)	(-3.812282150665e-02 0.000000000000e+00 -3.715141694041e-02)	(0.000000000000e+00 -4.913924828637e-03 0.000000000000e+00)	(-6.908109468614e-02 0.000000000000e+00 2.535397690663e-02)	(0.000000000000e+00 7.040596984259e-02 0.000000000000e+00)
2.72099             	(-3.879416419350e-02 0.000000000000e+00 -3.688670794705e-02)	(-3.879416419350e-02 0.000000000000e+00 -3.688670794705e-02)	(0.000000000000e+00 -4.215637060107e-03 0.000000000000e+00)	(-6.686358188878e-02 0.000000000000e+00 2.825249276434e-02)	(0.000000000000e+00 7.099789521003e-02 0.000000000000e+00)
2.73086             	(-3.944291236838e-02 0.000000000000e+00 -3.659307909918e-02)	(-3.944291236838e-02 0.000000000000e+00 -3.659307909918e-02)	(0.000000000000e+00 -3.511508807361e-03 0.000000000000e+00)	(-6.450556550904e-02 0.000000000000e+00 3.121030674380e-02)	(0.000000000000e+00 7.158866674249e-02 0.000000000000e+00)
2.74074             	(-4.006755401481e-02 0.000000000000e+00 -3.627002253148e-02)	(-4.006755401481e-02 0.000000000000e+00 -3.627002253148e-02)	(0.000000000000e+00 -2.801612913286e-03 0.000000000000e+00)	(-6.198184417135e-02 0.000000000000e+00 3.421164955773e-02)	(0.000000000000e+00 7.216582897011e-02 0.000000000000e+00)
2.75062             	(-4.066641748187e-02 0.000000000000e+00 -3.591712454251e-02)	(-4.066641748187e-02 0.000000000000e+00 -3.591712454251e-02)	(0.000000000000e+00 -2.084341758944e-03 0.000000000000e+00)	(-5.928531137517e-02 0.000000000000e+00 3.725323479362e-02)	(0.000000000000e+00 7.308249645157e-02 0.000000000000e+00)
2.76049             	(-4.123770126330e-02 0.000000000000e+00 -3.553396667422e-02)	(-4.123770126330e-02 0.000000000000e+00 -3.553396667422e-02)	(0.000000000000e+00 -1.355054216058e-03 0.000000000000e+00)	(-5.639676581841e-02 0.000000000000e+00 4.033931961971e-02)	(0.000000000000e+00 7.459974823472e-02 0.000000000000e+00)
2.77037             	(-4.177954527534e-02 0.000000000000e+00 -3.512013544399e-02)	(-4.177954527534e-02 0.000000000000e+00 -3.512013544399e-02)	(0.000000000000e+00 -6.078019280667e-04 0.000000000000e+00)	(-5.332357342780e-02 0.000000000000e+00 4.346462981236e-02)	(0.000000000000e+00 7.672096129651e-02 0.000000000000e+00)
