# Motion State      
# Angle Units       : radians
# Time              	centreOfRotation	centreOfMass	rotation	velocity	omega
5.84632             	(1.327024647756e-01 0.000000000000e+00 6.629003613752e-04)	(1.327024647756e-01 0.000000000000e+00 6.629003613752e-04)	(0.000000000000e+00 -5.496510063466e-03 0.000000000000e+00)	(4.894723909329e-02 0.000000000000e+00 -2.143455542406e-01)	(0.000000000000e+00 -7.096314594541e-02 0.000000000000e+00)
5.85079             	(1.329100167671e-01 0.000000000000e+00 -2.961138373392e-04)	(1.329100167671e-01 0.000000000000e+00 -2.961138373392e-04)	(0.000000000000e+00 -5.791780243827e-03 0.000000000000e+00)	(4.383559839484e-02 0.000000000000e+00 -2.143902498803e-01)	(0.000000000000e+00 -6.103006042458e-02 0.000000000000e+00)
5.85571             	(1.331120919507e-01 0.000000000000e+00 -1.351023293403e-03)	(1.331120919507e-01 0.000000000000e+00 -1.351023293403e-03)	(0.000000000000e+00 -6.066751374000e-03 0.000000000000e+00)	(3.828566427918e-02 0.000000000000e+00 -2.143429576982e-01)	(0.000000000000e+00 -5.071259480054e-02 0.000000000000e+00)
5.86063             	(1.332869166515e-01 0.000000000000e+00 -2.405366857205e-03)	(1.332869166515e-01 0.000000000000e+00 -2.405366857205e-03)	(0.000000000000e+00 -6.293439096249e-03 0.000000000000e+00)	(3.276056063910e-02 0.000000000000e+00 -2.141601260423e-01)	(0.000000000000e+00 -4.140786994467e-02 0.000000000000e+00)
5.86555             	(1.334345757358e-01 0.000000000000e+00 -3.458550421950e-03)	(1.334345757358e-01 0.000000000000e+00 -3.458550421950e-03)	(0.000000000000e+00 -6.476698691023e-03 0.000000000000e+00)	(2.724510256350e-02 0.000000000000e+00 -2.138714083449e-01)	(0.000000000000e+00 -3.306362111582e-02 0.000000000000e+00)
5.87129             	(1.335725213287e-01 0.000000000000e+00 -4.685278762648e-03)	(1.335725213287e-01 0.000000000000e+00 -4.685278762648e-03)	(0.000000000000e+00 -6.639981984871e-03 0.000000000000e+00)	(2.080284049113e-02 0.000000000000e+00 -2.134682368855e-01)	(0.000000000000e+00 -2.380808744125e-02 0.000000000000e+00)
5.87704             	(1.336735720269e-01 0.000000000000e+00 -5.909483675506e-03)	(1.336735720269e-01 0.000000000000e+00 -5.909483675506e-03)	(0.000000000000e+00 -6.747036042802e-03 0.000000000000e+00)	(1.439252028502e-02 0.000000000000e+00 -2.129922804839e-01)	(0.000000000000e+00 -1.347466578102e-02 0.000000000000e+00)
5.88278             	(1.337380196549e-01 0.000000000000e+00 -7.130782505341e-03)	(1.337380196549e-01 0.000000000000e+00 -7.130782505341e-03)	(0.000000000000e+00 -6.792832561704e-03 0.000000000000e+00)	(8.051955315769e-03 0.000000000000e+00 -2.124558204930e-01)	(0.000000000000e+00 -2.467889413067e-03 0.000000000000e+00)
5.88852             	(1.337661635508e-01 0.000000000000e+00 -8.348774830046e-03)	(1.337661635508e-01 0.000000000000e+00 -8.348774830046e-03)	(0.000000000000e+00 -6.775235037743e-03 0.000000000000e+00)	(1.745876541011e-03 0.000000000000e+00 -2.118403555358e-01)	(0.000000000000e+00 8.609196388974e-03 0.000000000000e+00)
5.89426             	(1.337582288578e-01 0.000000000000e+00 -9.562922694345e-03)	(1.337582288578e-01 0.000000000000e+00 -9.562922694345e-03)	(0.000000000000e+00 -6.694811782390e-03 0.000000000000e+00)	(-4.516248699315e-03 0.000000000000e+00 -2.111164653567e-01)	(0.000000000000e+00 1.941765824635e-02 0.000000000000e+00)
5.9                 	(1.337144729302e-01 0.000000000000e+00 -1.077260511680e-02)	(1.337144729302e-01 0.000000000000e+00 -1.077260511680e-02)	(0.000000000000e+00 -6.552759552260e-03 0.000000000000e+00)	(-1.073267434340e-02 0.000000000000e+00 -2.102846773681e-01)	(0.000000000000e+00 3.007796534543e-02 0.000000000000e+00)
5.90667             	(1.336191148000e-01 0.000000000000e+00 -1.217088349748e-02)	(1.336191148000e-01 0.000000000000e+00 -1.217088349748e-02)	(0.000000000000e+00 -6.311066208411e-03 0.000000000000e+00)	(-1.788191396664e-02 0.000000000000e+00 -2.091977499099e-01)	(0.000000000000e+00 4.244240224621e-02 0.000000000000e+00)
5.91385             	(1.334637342712e-01 0.000000000000e+00 -1.366806587901e-02)	(1.334637342712e-01 0.000000000000e+00 -1.366806587901e-02)	(0.000000000000e+00 -5.958215164711e-03 0.000000000000e+00)	(-2.541019018788e-02 0.000000000000e+00 -2.078731603556e-01)	(0.000000000000e+00 5.586523990794e-02 0.000000000000e+00)
5.92168             	(1.332328401824e-01 0.000000000000e+00 -1.528966753470e-02)	(1.332328401824e-01 0.000000000000e+00 -1.528966753470e-02)	(0.000000000000e+00 -5.471892679542e-03 0.000000000000e+00)	(-3.355841285577e-02 0.000000000000e+00 -2.062127448791e-01)	(0.000000000000e+00 6.833314832049e-02 0.000000000000e+00)
5.93038             	(1.329015025122e-01 0.000000000000e+00 -1.707491546593e-02)	(1.329015025122e-01 0.000000000000e+00 -1.707491546593e-02)	(0.000000000000e+00 -4.828348240455e-03 0.000000000000e+00)	(-4.259912456119e-02 0.000000000000e+00 -2.040733456292e-01)	(0.000000000000e+00 7.957839927074e-02 0.000000000000e+00)
5.93908             	(1.324920690889e-01 0.000000000000e+00 -1.884068899400e-02)	(1.324920690889e-01 0.000000000000e+00 -1.884068899400e-02)	(0.000000000000e+00 -4.083228757254e-03 0.000000000000e+00)	(-5.150635691875e-02 0.000000000000e+00 -2.017369126934e-01)	(0.000000000000e+00 9.167812454052e-02 0.000000000000e+00)
5.94924             	(1.319175462890e-01 0.000000000000e+00 -2.087406736639e-02)	(1.319175462890e-01 0.000000000000e+00 -2.087406736639e-02)	(0.000000000000e+00 -3.085702716814e-03 0.000000000000e+00)	(-6.167894477401e-02 0.000000000000e+00 -1.988149559527e-01)	(0.000000000000e+00 1.048374859506e-01 0.000000000000e+00)
5.96193             	(1.310563003009e-01 0.000000000000e+00 -2.337176479998e-02)	(1.310563003009e-01 0.000000000000e+00 -2.337176479998e-02)	(0.000000000000e+00 -1.655348371072e-03 0.000000000000e+00)	(-7.405877220366e-02 0.000000000000e+00 -1.947977530102e-01)	(0.000000000000e+00 1.205904355262e-01 0.000000000000e+00)
5.97462             	(1.300399582170e-01 0.000000000000e+00 -2.581591222287e-02)	(1.300399582170e-01 0.000000000000e+00 -2.581591222287e-02)	(0.000000000000e+00 -1.893906495380e-05 0.000000000000e+00)	(-8.612050527637e-02 0.000000000000e+00 -1.903755063676e-01)	(0.000000000000e+00 1.373110332727e-01 0.000000000000e+00)
5.98731             	(1.288737339960e-01 0.000000000000e+00 -2.820172356143e-02)	(1.288737339960e-01 0.000000000000e+00 -2.820172356143e-02)	(0.000000000000e+00 1.812415281251e-03 0.000000000000e+00)	(-9.767846971377e-02 0.000000000000e+00 -1.856041131856e-01)	(0.000000000000e+00 1.513094602850e-01 0.000000000000e+00)
6                   	(1.275630119423e-01 0.000000000000e+00 -3.052455249053e-02)	(1.275630119423e-01 0.000000000000e+00 -3.052455249053e-02)	(0.000000000000e+00 3.805127501750e-03 0.000000000000e+00)	(-1.088918395526e-01 0.000000000000e+00 -1.804496096674e-01)	(0.000000000000e+00 1.627371463135e-01 0.000000000000e+00)
6.01111             	(1.262991494833e-01 0.000000000000e+00 -3.250202261735e-02)	(1.262991494833e-01 0.000000000000e+00 -3.250202261735e-02)	(0.000000000000e+00 5.628117860136e-03 0.000000000000e+00)	(-1.186131243576e-01 0.000000000000e+00 -1.754900536039e-01)	(0.000000000000e+00 1.654037848348e-01 0.000000000000e+00)
6.01919             	(1.253126259578e-01 0.000000000000e+00 -3.390498959012e-02)	(1.253126259578e-01 0.000000000000e+00 -3.390498959012e-02)	(0.000000000000e+00 6.963683774416e-03 0.000000000000e+00)	(-1.255583934757e-01 0.000000000000e+00 -1.717405226275e-01)	(0.000000000000e+00 1.651485236888e-01 0.000000000000e+00)
6.02654             	(1.243674461573e-01 0.000000000000e+00 -3.515392357021e-02)	(1.243674461573e-01 0.000000000000e+00 -3.515392357021e-02)	(0.000000000000e+00 8.171667638864e-03 0.000000000000e+00)	(-1.317730218368e-01 0.000000000000e+00 -1.682782912193e-01)	(0.000000000000e+00 1.637236585423e-01 0.000000000000e+00)
6.03266             	(1.235450619791e-01 0.000000000000e+00 -3.617510722815e-02)	(1.235450619791e-01 0.000000000000e+00 -3.617510722815e-02)	(0.000000000000e+00 9.170622127680e-03 0.000000000000e+00)	(-1.369050211815e-01 0.000000000000e+00 -1.653394710109e-01)	(0.000000000000e+00 1.626336829788e-01 0.000000000000e+00)
6.03827             	(1.227637172431e-01 0.000000000000e+00 -3.709529289783e-02)	(1.227637172431e-01 0.000000000000e+00 -3.709529289783e-02)	(0.000000000000e+00 1.007927745668e-02 0.000000000000e+00)	(-1.415709085977e-01 0.000000000000e+00 -1.626119741631e-01)	(0.000000000000e+00 1.612096522472e-01 0.000000000000e+00)
6.04342             	(1.220245691471e-01 0.000000000000e+00 -3.792527308400e-02)	(1.220245691471e-01 0.000000000000e+00 -3.792527308400e-02)	(0.000000000000e+00 1.090463478087e-02 0.000000000000e+00)	(-1.458141143493e-01 0.000000000000e+00 -1.600817920408e-01)	(0.000000000000e+00 1.596877534966e-01 0.000000000000e+00)
6.04813             	(1.213279059716e-01 0.000000000000e+00 -3.867459596668e-02)	(1.213279059716e-01 0.000000000000e+00 -3.867459596668e-02)	(0.000000000000e+00 1.165361222911e-02 0.000000000000e+00)	(-1.496762670297e-01 0.000000000000e+00 -1.577377586018e-01)	(0.000000000000e+00 1.579859249062e-01 0.000000000000e+00)
6.05285             	(1.206130728938e-01 0.000000000000e+00 -3.941279531806e-02)	(1.206130728938e-01 0.000000000000e+00 -3.941279531806e-02)	(0.000000000000e+00 1.239405802977e-02 0.000000000000e+00)	(-1.535207781923e-01 0.000000000000e+00 -1.553637668416e-01)	(0.000000000000e+00 1.560688787348e-01 0.000000000000e+00)
6.05713             	(1.199475179855e-01 0.000000000000e+00 -4.007412164464e-02)	(1.199475179855e-01 0.000000000000e+00 -4.007412164464e-02)	(0.000000000000e+00 1.305897042047e-02 0.000000000000e+00)	(-1.570040030506e-01 0.000000000000e+00 -1.531824627839e-01)	(0.000000000000e+00 1.541507281208e-01 0.000000000000e+00)
6.06142             	(1.192670921009e-01 0.000000000000e+00 -4.072606592323e-02)	(1.192670921009e-01 0.000000000000e+00 -4.072606592323e-02)	(0.000000000000e+00 1.371523106917e-02 0.000000000000e+00)	(-1.604589526003e-01 0.000000000000e+00 -1.509864638344e-01)	(0.000000000000e+00 1.520321215297e-01 0.000000000000e+00)
6.06571             	(1.185719245273e-01 0.000000000000e+00 -4.136855407802e-02)	(1.185719245273e-01 0.000000000000e+00 -4.136855407802e-02)	(0.000000000000e+00 1.436196860608e-02 0.000000000000e+00)	(-1.638818534385e-01 0.000000000000e+00 -1.487705937950e-01)	(0.000000000000e+00 1.497074189877e-01 0.000000000000e+00)
6.06999             	(1.178621453329e-01 0.000000000000e+00 -4.200152669402e-02)	(1.178621453329e-01 0.000000000000e+00 -4.200152669402e-02)	(0.000000000000e+00 1.499822676826e-02 0.000000000000e+00)	(-1.672761217972e-01 0.000000000000e+00 -1.465468862187e-01)	(0.000000000000e+00 1.471426243672e-01 0.000000000000e+00)
6.07428             	(1.171378860262e-01 0.000000000000e+00 -4.262494653577e-02)	(1.171378860262e-01 0.000000000000e+00 -4.262494653577e-02)	(0.000000000000e+00 1.562303717933e-02 0.000000000000e+00)	(-1.706376618681e-01 0.000000000000e+00 -1.443136419022e-01)	(0.000000000000e+00 1.443661445403e-01 0.000000000000e+00)
6.07857             	(1.163992898764e-01 0.000000000000e+00 -4.323877486508e-02)	(1.163992898764e-01 0.000000000000e+00 -4.323877486508e-02)	(0.000000000000e+00 1.623567137865e-02 0.000000000000e+00)	(-1.739650851954e-01 0.000000000000e+00 -1.420718616415e-01)	(0.000000000000e+00 1.414615629144e-01 0.000000000000e+00)
6.08285             	(1.156464865572e-01 0.000000000000e+00 -4.384299354764e-02)	(1.156464865572e-01 0.000000000000e+00 -4.384299354764e-02)	(0.000000000000e+00 1.683576164160e-02 0.000000000000e+00)	(-1.772661324635e-01 0.000000000000e+00 -1.398301651976e-01)	(0.000000000000e+00 1.385136022070e-01 0.000000000000e+00)
6.08714             	(1.148795958455e-01 0.000000000000e+00 -4.443760331743e-02)	(1.148795958455e-01 0.000000000000e+00 -4.443760331743e-02)	(0.000000000000e+00 1.742343824374e-02 0.000000000000e+00)	(-1.805376695076e-01 0.000000000000e+00 -1.375887275559e-01)	(0.000000000000e+00 1.356699496321e-01 0.000000000000e+00)
6.09143             	(1.140987297057e-01 0.000000000000e+00 -4.502261865002e-02)	(1.140987297057e-01 0.000000000000e+00 -4.502261865002e-02)	(0.000000000000e+00 1.799896232683e-02 0.000000000000e+00)	(-1.837864854940e-01 0.000000000000e+00 -1.353537910832e-01)	(0.000000000000e+00 1.328437403667e-01 0.000000000000e+00)
6.09571             	(1.133039822895e-01 0.000000000000e+00 -4.559807440765e-02)	(1.133039822895e-01 0.000000000000e+00 -4.559807440765e-02)	(0.000000000000e+00 1.856227286916e-02 0.000000000000e+00)	(-1.870140966456e-01 0.000000000000e+00 -1.331286220248e-01)	(0.000000000000e+00 1.299715540765e-01 0.000000000000e+00)
6.1                 	(1.124954590575e-01 0.000000000000e+00 -4.616400350031e-02)	(1.124954590575e-01 0.000000000000e+00 -4.616400350031e-02)	(0.000000000000e+00 1.911360701729e-02 0.000000000000e+00)	(-1.902137020793e-01 0.000000000000e+00 -1.309090358642e-01)	(0.000000000000e+00 1.272561907131e-01 0.000000000000e+00)
6.10435             	(1.116614591322e-01 0.000000000000e+00 -4.672830251864e-02)	(1.116614591322e-01 0.000000000000e+00 -4.672830251864e-02)	(0.000000000000e+00 1.966065508311e-02 0.000000000000e+00)	(-1.934294793173e-01 0.000000000000e+00 -1.286662698000e-01)	(0.000000000000e+00 1.243830464203e-01 0.000000000000e+00)
6.1087              	(1.108135284527e-01 0.000000000000e+00 -4.728286187507e-02)	(1.108135284527e-01 0.000000000000e+00 -4.728286187507e-02)	(0.000000000000e+00 2.019477447593e-02 0.000000000000e+00)	(-1.966218256051e-01 0.000000000000e+00 -1.264287966863e-01)	(0.000000000000e+00 1.213088000325e-01 0.000000000000e+00)
6.11304             	(1.099517599336e-01 0.000000000000e+00 -4.782766821417e-02)	(1.099517599336e-01 0.000000000000e+00 -4.782766821417e-02)	(0.000000000000e+00 2.071473647943e-02 0.000000000000e+00)	(-1.997948662268e-01 0.000000000000e+00 -1.241798703711e-01)	(0.000000000000e+00 1.178702830570e-01 0.000000000000e+00)
6.11739             	(1.090762482808e-01 0.000000000000e+00 -4.836270440991e-02)	(1.090762482808e-01 0.000000000000e+00 -4.836270440991e-02)	(0.000000000000e+00 2.121931615403e-02 0.000000000000e+00)	(-2.029436428490e-01 0.000000000000e+00 -1.219345343351e-01)	(0.000000000000e+00 1.142327297098e-01 0.000000000000e+00)
6.12174             	(1.081870640366e-01 0.000000000000e+00 -4.888797811861e-02)	(1.081870640366e-01 0.000000000000e+00 -4.888797811861e-02)	(0.000000000000e+00 2.170758524456e-02 0.000000000000e+00)	(-2.060842500658e-01 0.000000000000e+00 -1.196891262558e-01)	(0.000000000000e+00 1.103671863907e-01 0.000000000000e+00)
6.12609             	(1.072842282533e-01 0.000000000000e+00 -4.940348523238e-02)	(1.072842282533e-01 0.000000000000e+00 -4.940348523238e-02)	(0.000000000000e+00 2.217858826586e-02 0.000000000000e+00)	(-2.092233493729e-01 0.000000000000e+00 -1.174418988508e-01)	(0.000000000000e+00 1.062901263459e-01 0.000000000000e+00)
6.13043             	(1.063677494226e-01 0.000000000000e+00 -4.990922284052e-02)	(1.063677494226e-01 0.000000000000e+00 -4.990922284052e-02)	(0.000000000000e+00 2.263139838059e-02 0.000000000000e+00)	(-2.123600494336e-01 0.000000000000e+00 -1.151951541495e-01)	(0.000000000000e+00 1.019982345367e-01 0.000000000000e+00)
6.13478             	(1.054376273765e-01 0.000000000000e+00 -5.040521469715e-02)	(1.054376273765e-01 0.000000000000e+00 -5.040521469715e-02)	(0.000000000000e+00 2.306504657890e-02 0.000000000000e+00)	(-2.154992309795e-01 0.000000000000e+00 -1.129588636116e-01)	(0.000000000000e+00 9.747541386823e-02 0.000000000000e+00)
6.13913             	(1.044938673595e-01 0.000000000000e+00 -5.089149146515e-02)	(1.044938673595e-01 0.000000000000e+00 -5.089149146515e-02)	(0.000000000000e+00 2.347851089307e-02 0.000000000000e+00)	(-2.186335110825e-01 0.000000000000e+00 -1.107262170228e-01)	(0.000000000000e+00 9.271340864344e-02 0.000000000000e+00)
6.14348             	(1.035364790979e-01 0.000000000000e+00 -5.136809236296e-02)	(1.035364790979e-01 0.000000000000e+00 -5.136809236296e-02)	(0.000000000000e+00 2.387010562861e-02 0.000000000000e+00)	(-2.217682239730e-01 0.000000000000e+00 -1.085079777299e-01)	(0.000000000000e+00 8.741487116993e-02 0.000000000000e+00)
6.14783             	(1.025655078447e-01 0.000000000000e+00 -5.183506339450e-02)	(1.025655078447e-01 0.000000000000e+00 -5.183506339450e-02)	(0.000000000000e+00 2.423792379116e-02 0.000000000000e+00)	(-2.248816659386e-01 0.000000000000e+00 -1.062964852834e-01)	(0.000000000000e+00 8.177584457497e-02 0.000000000000e+00)
6.15217             	(1.015810451290e-01 0.000000000000e+00 -5.229242501278e-02)	(1.015810451290e-01 0.000000000000e+00 -5.229242501278e-02)	(0.000000000000e+00 2.458059343607e-02 0.000000000000e+00)	(-2.279742758912e-01 0.000000000000e+00 -1.040876502907e-01)	(0.000000000000e+00 7.584626249967e-02 0.000000000000e+00)
6.15652             	(1.005832083835e-01 0.000000000000e+00 -5.274018997428e-02)	(1.005832083835e-01 0.000000000000e+00 -5.274018997428e-02)	(0.000000000000e+00 2.489707214693e-02 0.000000000000e+00)	(-2.310336864581e-01 0.000000000000e+00 -1.018820263791e-01)	(0.000000000000e+00 6.972782605964e-02 0.000000000000e+00)
6.16087             	(9.957214333894e-02 0.000000000000e+00 -5.317837357993e-02)	(9.957214333894e-02 0.000000000000e+00 -5.317837357993e-02)	(0.000000000000e+00 2.518672744039e-02 0.000000000000e+00)	(-2.340592596181e-01 0.000000000000e+00 -9.968023041994e-02)	(0.000000000000e+00 6.350738849733e-02 0.000000000000e+00)
6.16522             	(9.854800053579e-02 0.000000000000e+00 -5.360699578172e-02)	(9.854800053579e-02 0.000000000000e+00 -5.360699578172e-02)	(0.000000000000e+00 2.544924421253e-02 0.000000000000e+00)	(-2.370494199885e-01 0.000000000000e+00 -9.748378596069e-02)	(0.000000000000e+00 5.724406336254e-02 0.000000000000e+00)
6.16957             	(9.751095833876e-02 0.000000000000e+00 -5.402608409263e-02)	(9.751095833876e-02 0.000000000000e+00 -5.402608409263e-02)	(0.000000000000e+00 2.568449688688e-02 0.000000000000e+00)	(-2.399929341639e-01 0.000000000000e+00 -9.529464792096e-02)	(0.000000000000e+00 5.096588866315e-02 0.000000000000e+00)
6.17391             	(9.646122467953e-02 0.000000000000e+00 -5.443568158973e-02)	(9.646122467953e-02 0.000000000000e+00 -5.443568158973e-02)	(0.000000000000e+00 2.589240548748e-02 0.000000000000e+00)	(-2.428874435871e-01 0.000000000000e+00 -9.311802412130e-02)	(0.000000000000e+00 4.466576749113e-02 0.000000000000e+00)
6.17826             	(9.539901747581e-02 0.000000000000e+00 -5.483583480700e-02)	(9.539901747581e-02 0.000000000000e+00 -5.483583480700e-02)	(0.000000000000e+00 2.607280035382e-02 0.000000000000e+00)	(-2.457307133948e-01 0.000000000000e+00 -9.095028808720e-02)	(0.000000000000e+00 3.830951477124e-02 0.000000000000e+00)
6.18261             	(9.432456549651e-02 0.000000000000e+00 -5.522657516018e-02)	(9.432456549651e-02 0.000000000000e+00 -5.522657516018e-02)	(0.000000000000e+00 2.622543123055e-02 0.000000000000e+00)	(-2.485199863555e-01 0.000000000000e+00 -8.878811219827e-02)	(0.000000000000e+00 3.189427328483e-02 0.000000000000e+00)
6.18696             	(9.323808944715e-02 0.000000000000e+00 -5.560797409530e-02)	(9.323808944715e-02 0.000000000000e+00 -5.560797409530e-02)	(0.000000000000e+00 2.635010638328e-02 0.000000000000e+00)	(-2.512617381054e-01 0.000000000000e+00 -8.665326310631e-02)	(0.000000000000e+00 2.544985255284e-02 0.000000000000e+00)
6.1913              	(9.213980013537e-02 0.000000000000e+00 -5.598012261194e-02)	(9.213980013537e-02 0.000000000000e+00 -5.598012261194e-02)	(0.000000000000e+00 2.644675059111e-02 0.000000000000e+00)	(-2.539540376108e-01 0.000000000000e+00 -8.453293422318e-02)	(0.000000000000e+00 1.900003322953e-02 0.000000000000e+00)
6.19565             	(9.102991139640e-02 0.000000000000e+00 -5.634308027314e-02)	(9.102991139640e-02 0.000000000000e+00 -5.634308027314e-02)	(0.000000000000e+00 2.651544808464e-02 0.000000000000e+00)	(-2.565974257047e-01 0.000000000000e+00 -8.242548247629e-02)	(0.000000000000e+00 1.259440816565e-02 0.000000000000e+00)
6.2                 	(8.990863155828e-02 0.000000000000e+00 -5.669690829838e-02)	(8.990863155828e-02 0.000000000000e+00 -5.669690829838e-02)	(0.000000000000e+00 2.655648636056e-02 0.000000000000e+00)	(-2.591938963009e-01 0.000000000000e+00 -8.033331696729e-02)	(0.000000000000e+00 6.276881234328e-03 0.000000000000e+00)
6.20476             	(8.866772825199e-02 0.000000000000e+00 -5.707404053210e-02)	(8.866772825199e-02 0.000000000000e+00 -5.707404053210e-02)	(0.000000000000e+00 2.657021685676e-02 0.000000000000e+00)	(-2.619882867314e-01 0.000000000000e+00 -7.805994782474e-02)	(0.000000000000e+00 -5.168665799940e-04 0.000000000000e+00)
6.20952             	(8.741365072824e-02 0.000000000000e+00 -5.744039054139e-02)	(8.741365072824e-02 0.000000000000e+00 -5.744039054139e-02)	(0.000000000000e+00 2.655185622248e-02 0.000000000000e+00)	(-2.647270119691e-01 0.000000000000e+00 -7.580480093024e-02)	(0.000000000000e+00 -7.201284236905e-03 0.000000000000e+00)
6.21455             	(8.607585502252e-02 0.000000000000e+00 -5.781550737497e-02)	(8.607585502252e-02 0.000000000000e+00 -5.781550737497e-02)	(0.000000000000e+00 2.649786222451e-02 0.000000000000e+00)	(-2.675777090025e-01 0.000000000000e+00 -7.344985791016e-02)	(0.000000000000e+00 -1.428973182192e-02 0.000000000000e+00)
6.21958             	(8.472385263645e-02 0.000000000000e+00 -5.817884947913e-02)	(8.472385263645e-02 0.000000000000e+00 -5.817884947913e-02)	(0.000000000000e+00 2.640788144426e-02 0.000000000000e+00)	(-2.703797266306e-01 0.000000000000e+00 -7.111972287271e-02)	(0.000000000000e+00 -2.152037770131e-02 0.000000000000e+00)
6.2246              	(8.335785275879e-02 0.000000000000e+00 -5.853052882656e-02)	(8.335785275879e-02 0.000000000000e+00 -5.853052882656e-02)	(0.000000000000e+00 2.628076003599e-02 0.000000000000e+00)	(-2.731472026950e-01 0.000000000000e+00 -6.880932813134e-02)	(0.000000000000e+00 -2.906810932469e-02 0.000000000000e+00)
6.22963             	(8.197803569563e-02 0.000000000000e+00 -5.887065235826e-02)	(8.197803569563e-02 0.000000000000e+00 -5.887065235826e-02)	(0.000000000000e+00 2.611498801062e-02 0.000000000000e+00)	(-2.758774748134e-01 0.000000000000e+00 -6.652174742787e-02)	(0.000000000000e+00 -3.689953851259e-02 0.000000000000e+00)
6.23466             	(8.058458217105e-02 0.000000000000e+00 -5.919933946680e-02)	(8.058458217105e-02 0.000000000000e+00 -5.919933946680e-02)	(0.000000000000e+00 2.590923248549e-02 0.000000000000e+00)	(-2.785730442194e-01 0.000000000000e+00 -6.425886024064e-02)	(0.000000000000e+00 -4.497758005690e-02 0.000000000000e+00)
6.2401              	(7.905980877400e-02 0.000000000000e+00 -5.954266327733e-02)	(7.905980877400e-02 0.000000000000e+00 -5.954266327733e-02)	(0.000000000000e+00 2.563996606250e-02 0.000000000000e+00)	(-2.814599746134e-01 0.000000000000e+00 -6.183724482912e-02)	(0.000000000000e+00 -5.392954961966e-02 0.000000000000e+00)
6.24555             	(7.751940486045e-02 0.000000000000e+00 -5.987287912118e-02)	(7.751940486045e-02 0.000000000000e+00 -5.987287912118e-02)	(0.000000000000e+00 2.532153396937e-02 0.000000000000e+00)	(-2.843139037583e-01 0.000000000000e+00 -5.944449746008e-02)	(0.000000000000e+00 -6.303566778818e-02 0.000000000000e+00)
6.2516              	(7.578974200494e-02 0.000000000000e+00 -6.022462771593e-02)	(7.578974200494e-02 0.000000000000e+00 -6.022462771593e-02)	(0.000000000000e+00 2.490939676632e-02 0.000000000000e+00)	(-2.874443393356e-01 0.000000000000e+00 -5.682644426153e-02)	(0.000000000000e+00 -7.321004648671e-02 0.000000000000e+00)
6.25765             	(7.404130087614e-02 0.000000000000e+00 -6.056069500173e-02)	(7.404130087614e-02 0.000000000000e+00 -6.056069500173e-02)	(0.000000000000e+00 2.443580557461e-02 0.000000000000e+00)	(-2.905211718473e-01 0.000000000000e+00 -5.426095685407e-02)	(0.000000000000e+00 -8.334978402539e-02 0.000000000000e+00)
6.2637              	(7.227438896776e-02 0.000000000000e+00 -6.088141008158e-02)	(7.227438896776e-02 0.000000000000e+00 -6.088141008158e-02)	(0.000000000000e+00 2.390116414181e-02 0.000000000000e+00)	(-2.935499682672e-01 0.000000000000e+00 -5.175169517744e-02)	(0.000000000000e+00 -9.339063619998e-02 0.000000000000e+00)
6.26975             	(7.048931917529e-02 0.000000000000e+00 -6.118711143312e-02)	(7.048931917529e-02 0.000000000000e+00 -6.118711143312e-02)	(0.000000000000e+00 2.330620352502e-02 0.000000000000e+00)	(-2.965233630842e-01 0.000000000000e+00 -4.929809393753e-02)	(0.000000000000e+00 -1.032886725244e-01 0.000000000000e+00)
6.2758              	(6.868641556601e-02 0.000000000000e+00 -6.147812491520e-02)	(6.868641556601e-02 0.000000000000e+00 -6.147812491520e-02)	(0.000000000000e+00 2.265174114655e-02 0.000000000000e+00)	(-2.994450399327e-01 0.000000000000e+00 -4.689654412752e-02)	(0.000000000000e+00 -1.130593340762e-01 0.000000000000e+00)
6.28185             	(6.686605145087e-02 0.000000000000e+00 -6.175480082494e-02)	(6.686605145087e-02 0.000000000000e+00 -6.175480082494e-02)	(0.000000000000e+00 2.193875620362e-02 0.000000000000e+00)	(-3.022950135755e-01 0.000000000000e+00 -4.455874835166e-02)	(0.000000000000e+00 -1.226336192376e-01 0.000000000000e+00)
6.2879              	(6.502868144674e-02 0.000000000000e+00 -6.201750005801e-02)	(6.502868144674e-02 0.000000000000e+00 -6.201750005801e-02)	(0.000000000000e+00 2.116849105146e-02 0.000000000000e+00)	(-3.050664059837e-01 0.000000000000e+00 -4.227648753346e-02)	(0.000000000000e+00 -1.319935915189e-01 0.000000000000e+00)
6.29395             	(6.317480583532e-02 0.000000000000e+00 -6.226655982464e-02)	(6.317480583532e-02 0.000000000000e+00 -6.226655982464e-02)	(0.000000000000e+00 2.034251862861e-02 0.000000000000e+00)	(-3.077509989359e-01 0.000000000000e+00 -4.005015992762e-02)	(0.000000000000e+00 -1.410478367394e-01 0.000000000000e+00)
6.3                 	(6.130499904666e-02 0.000000000000e+00 -6.250230409250e-02)	(6.130499904666e-02 0.000000000000e+00 -6.250230409250e-02)	(0.000000000000e+00 1.946296348093e-02 0.000000000000e+00)	(-3.103324921957e-01 0.000000000000e+00 -3.787498466250e-02)	(0.000000000000e+00 -1.497054309685e-01 0.000000000000e+00)
